X;Y;Z
-2;-6;-5
-2;-7;-5
-1;-8;-5
-1;-9;-5
0;-10;-6
0;-11;-6
1;-12;-6
1;-13;-7
2;-15;-7
2;-16;-8
3;-17;-8
3;-19;-9
4;-20;-10
4;-22;-10
5;-23;-11
5;-24;-11
6;-25;-12
7;-26;-13
7;-27;-13
8;-28;-14
8;-28;-15
9;-29;-15
9;-29;-16
10;-29;-17
10;-29;-17
10;-30;-18
9;-30;-18
9;-30;-19
9;-30;-20
9;-29;-20
8;-29;-20
8;-28;-20
8;-27;-21
7;-26;-21
7;-25;-21
7;-24;-22
7;-23;-22
6;-21;-23
6;-20;-23
6;-19;-24
5;-18;-25
5;-17;-25
5;-16;-26
5;-15;-26
5;-15;-27
5;-14;-28
5;-14;-28
6;-13;-28
6;-13;-29
6;-13;-29
7;-12;-29
7;-12;-30
8;-12;-30
9;-12;-30
9;-12;-30
10;-12;-30
11;-12;-30
12;-13;-29
12;-13;-29
12;-14;-29
12;-14;-28
12;-15;-28
11;-16;-27
11;-16;-26
10;-17;-26
9;-18;-25
8;-18;-24
7;-19;-24
6;-20;-23
6;-20;-22
5;-21;-21
4;-22;-20
4;-22;-19
3;-22;-18
3;-23;-17
3;-23;-16
3;-23;-15
3;-23;-15
3;-23;-14
3;-22;-14
4;-22;-13
4;-22;-13
4;-22;-13
5;-22;-13
5;-21;-13
5;-21;-12
5;-21;-12
6;-20;-12
6;-20;-12
5;-19;-13
5;-19;-13
4;-19;-14
3;-18;-15
2;-18;-15
2;-17;-16
1;-16;-16
0;-15;-16
1;-14;-17
1;-13;-17
1;-11;-17
2;-10;-18
2;-9;-18
3;-8;-19
3;-7;-20
3;-6;-21
4;-4;-22
5;-3;-23
5;-1;-24
5;1;-25
5;3;-26
4;5;-27
4;8;-28
3;10;-30
2;13;-31
1;14;-32
0;16;-33
-1;18;-33
-2;19;-34
-4;20;-35
-5;21;-35
-7;21;-36
-8;21;-37
-10;22;-37
-11;22;-38
-12;22;-38
-14;23;-39
-15;23;-39
-16;23;-39
-17;23;-39
-18;23;-39
-19;23;-38
-19;22;-38
-20;22;-37
-20;22;-37
-21;21;-36
-21;21;-35
-21;20;-34
-21;20;-33
-21;19;-32
-21;19;-31
-21;18;-30
-21;18;-29
-21;17;-28
-20;17;-27
-20;16;-26
-19;16;-25
-18;16;-24
-18;16;-23
-17;16;-22
-16;16;-21
-15;17;-20
-15;17;-20
-14;18;-19
-14;20;-19
-14;21;-18
-14;23;-18
-14;24;-18
-15;26;-18
-16;28;-18
-17;30;-19
-18;31;-19
-20;33;-20
-21;35;-20
-23;36;-21
-25;38;-22
-27;39;-23
-29;40;-23
-31;41;-24
-32;42;-25
-34;42;-26
-36;43;-26
-37;44;-27
-38;44;-27
-39;44;-28
-40;44;-28
-41;44;-28
-42;44;-29
-42;43;-29
-43;43;-29
-43;43;-30
-43;42;-30
-43;41;-30
-44;40;-30
-44;39;-30
-44;38;-30
-43;37;-30
-43;35;-30
-43;34;-29
-43;32;-29
-42;30;-29
-42;29;-28
-42;27;-28
-41;25;-27
-41;24;-27
-41;22;-26
-40;21;-26
-40;19;-25
-39;18;-24
-39;17;-24
-38;16;-23
-38;16;-22
-37;16;-22
-37;15;-21
-37;16;-20
-37;16;-20
-37;16;-20
-37;17;-19
